"filename", "language", "TypeScript", "Ruby", "JSON with Comments", "JSON", "JavaScript", "HTML", "Properties", "Markdown", "CSS", "Python", "YAML", "Batch", "pip requirements", "comment", "blank", "total"
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\crud\product_supplier_url.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 13, 37, 195
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\crud\purchase.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 533, 0, 0, 0, 34, 96, 663
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\crud\purchase_package.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 4, 18, 144
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\crud\quote.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 303, 0, 0, 0, 7, 61, 371
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\crud\shipment.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 749, 0, 0, 0, 61, 139, 949
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\crud\storage_status.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 1, 9, 56
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\crud\supplier.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 274, 0, 0, 0, 4, 51, 329
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\exporters\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 2, 17
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\exporters\base_exporter.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 3, 26, 150
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\exporters\ci_exporter.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 7, 29
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\exporters\contract_exporter.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 7, 29
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\exporters\export_helper.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 15, 58
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\exporters\pi_exporter.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 7, 15, 136
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\exporters\pl_exporter.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 7, 29
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\exporters\purchase_exporter.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 13, 23, 114
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\exporters\xlsx_template_renderer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 9, 19, 166
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\frontend_manager.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 305, 0, 0, 0, 42, 63, 410
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\main.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 4, 15, 127
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\migrations\add_audit_log_table.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 15, 85
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\migrations\add_pi_item_cartons_per_unit.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 11, 33
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\migrations\add_pi_item_color.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 11, 33
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\migrations\add_pi_item_company_code.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 11, 33
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\migrations\add_pi_item_extra_fields.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 10, 39
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\migrations\add_pi_item_inbound_records.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 11, 33
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\migrations\add_pi_item_labeling_fee.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 7, 23
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\migrations\add_pi_item_profit_exchange.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 11, 34
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\migrations\add_pi_item_units_per_carton.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 11, 33
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\migrations\add_product_short_name.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 11, 34
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\migrations\add_product_supplier_url.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 13, 18, 154
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\migrations\add_purchase_snapshot_fields.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 11, 35
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\migrations\add_supplier_platform_fields.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 4, 14, 92
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\migrations\sync_pi_item_images_to_customer_products.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 20, 88
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\migrations\sync_pi_payment_stages_to_receivables.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 24, 115
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 2, 47
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\audit_log.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 10, 45
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\customer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 10, 48
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\customer_product.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 14, 14, 70
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\customer_product_code.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 2, 6, 30
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\customer_product_oe.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 3, 6, 31
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\customer_reply.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 5, 24
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\department.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 3, 13
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\inventory.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 5, 15, 80
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\memo_record.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 5, 21
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\order_file.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 5, 24
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\payment.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 12, 76
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\pending_shipment.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\pi.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 16, 27, 156
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\product.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 14, 79
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\product_category.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 2, 4, 26
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\product_customer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 1, 6, 37
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\product_oe.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 1, 6, 29
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\product_supplier.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 3, 7, 40
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\product_supplier_url.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 6, 33
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\public.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 7, 31
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\purchase.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 5, 16, 118
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\purchase_package.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 1, 6, 40
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\quote.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 1, 7, 42
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\setting.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 4, 26
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\shipment.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 10, 25, 155
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\supplier.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 7, 44
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\system.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 7, 40
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\models\user.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 3, 21
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\qt_bridge.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 342, 0, 0, 0, 21, 45, 408
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\region_data.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 4, 141
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 1, 15
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\auth.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 0, 0, 0, 7, 25, 220
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\bff.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 625, 0, 0, 0, 15, 90, 730
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\customer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 4, 27, 155
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\customer_product.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 386, 0, 0, 0, 15, 74, 475
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\customer_reply.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 60, 317
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\export.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 8, 41, 211
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\image.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 10, 18, 81
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\inventory.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 149, 0, 0, 0, 6, 24, 179
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\memo_record.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 13, 52
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\order_file.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 1, 23, 101
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\order_import.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1084, 0, 0, 0, 91, 201, 1376
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\payment.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 0, 0, 0, 1, 29, 234
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\pending_shipment.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 14, 51
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\pi.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 691, 0, 0, 0, 45, 97, 833
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\product.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 233, 0, 0, 0, 5, 34, 272
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\product_category.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 7, 46
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\product_compat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 0, 0, 1, 30, 164
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\product_oe.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 17, 77
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\product_supplier.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 5, 32
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\product_supplier_url.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 7, 13, 101
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\purchase.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 0, 0, 0, 7, 19, 209
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\purchase_package.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 1, 15, 85
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\quote.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 2, 26, 136
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\setting.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 3, 35, 151
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\shipment.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 0, 0, 0, 11, 29, 293
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\routers\supplier.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 4, 21, 133
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\run.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\run.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 3, 13, 76
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\run_combined.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 7, 40, 181
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\run_qt.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 21, 24, 127
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 2, 62
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\bff_order.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 7, 21, 129
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\customer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 15, 75
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\customer_product.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 5, 24, 148
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\customer_reply.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 15, 63
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\department.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 6, 23
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\export.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 7, 23
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\inventory.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 5, 52
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\memo_record.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 8, 29
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\order_file.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 6, 32
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\order_import.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 50, 87, 480
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\payment.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 1, 12, 127
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\pi.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 5, 14, 138
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\pi_detail.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 14, 14, 100
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\product.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 10, 132
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\product_category.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 5, 29
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\product_customer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 11, 47
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\product_oe.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 9, 29
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\product_search.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 7, 43
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\product_supplier.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 9, 7, 85
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\product_supplier_url.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 1, 10, 56
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\purchase.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 0, 0, 0, 8, 23, 229
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\purchase_package.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 1, 12, 50
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\quote.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 16, 80
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\shipment.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 18, 176
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\schemas\supplier.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 3, 6, 66
"d:\TraeProjects\PI Manager\worktrees\frontend-repo\backend\services\excel_parser.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 287, 0, 0, 0, 29, 70, 386
